Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature.1,AISC_Manual_Label.1,W.1,A.1,d.1,ddet.1,Ht.1,h.1,OD.1,bf.1,bfdet.1,B.1,b.1,ID.1,tw.1,twdet.1,twdet/2.1,tf.1,tfdet.1,t.1,tnom.1,tdes.1,kdes.1,kdet.1,k1.1,x.1,y.1,eo.1,xp.1,yp.1,bf/2tf.1,b/t.1,b/tdes.1,h/tw.1,h/tdes.1,D/t.1,Ix.1,Zx.1,Sx.1,rx.1,Iy.1,Zy.1,Sy.1,ry.1,Iz.1,rz.1,Sz.1,J.1,Cw.1,C.1,Wno.1,Sw1.1,Sw2.1,Sw3.1,Qf.1,Qw.1,ro.1,H.1,tan(α).1,Iw.1,zA.1,zB.1,zC.1,wA.1,wB.1,wC.1,SwA.1,SwB.1,SwC.1,SzA.1,SzB.1,SzC.1,rts.1,ho.1,PA.1,PA2.1,PB.1,PC.1,PD.1,T.1,WGi.1,WGo.1
ST,ST5X12.7,ST5X12.7,–,12.7,3.72,5,5,–,–,–,4.66,4.625,–,–,–,0.311,0.3125,0.1875,0.491,0.5,–,–,–,1.13,1.125,–,–,1.2,–,–,0.403,4.75,–,–,–,–,16.1,7.79,3.7,2.05,1.45,3.36,2.49,1.44,0.95,–,–,–,0.3,0.173,–,–,–,–,–,–,–,1.98,0.767,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.75,–,ST125X18.9,ST125X18.9,18.9,2400,127,127,–,–,–,118,117,–,–,–,7.9,7.94,4.76,12.5,12.7,–,–,–,28.7,28.6,–,–,30.5,–,–,10.2,4.75,–,–,–,–,16.1,3.24,60.6,33.6,36.8,1.4,40.8,23.6,24.1,–,–,–,125,0.0465,–,–,–,–,–,–,–,50.3,0.767,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,69.9,–
ST,ST4X11.5,ST4X11.5,–,11.5,3.38,4,4,–,–,–,4.17,4.125,–,–,–,0.441,0.4375,0.25,0.425,0.4375,–,–,–,1,1,–,–,1.15,–,–,0.439,4.91,–,–,–,–,9.07,5.0,3.19,1.76,1.22,2.13,1.84,1.02,0.795,–,–,–,0.271,0.168,–,–,–,–,–,–,–,1.73,0.704,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.25,–,ST100X17,ST100X17,17.0,2180,102,102,–,–,–,106,105,–,–,–,11.2,11.1,6.35,10.8,11.1,–,–,–,25.4,25.4,–,–,29.2,–,–,11.2,4.91,–,–,–,–,9.07,2.08,52.3,28.8,31.0,0.887,30.2,16.7,20.2,–,–,–,113,0.0451,–,–,–,–,–,–,–,43.9,0.704,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.2,–
ST,ST4X9.2,ST4X9.2,–,9.2,2.7,4,4,–,–,–,4,4,–,–,–,0.271,0.25,0.125,0.425,0.4375,–,–,–,1,1,–,–,0.942,–,–,0.336,4.71,–,–,–,–,14.8,3.49,2.07,1.14,1.14,1.84,1.59,0.922,0.827,–,–,–,0.167,0.0642,–,–,–,–,–,–,–,1.58,0.788,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.25,–,ST100X13.7,ST100X13.7,13.7,1740,102,102,–,–,–,102,102,–,–,–,6.88,6.35,3.18,10.8,11.1,–,–,–,25.4,25.4,–,–,23.9,–,–,8.53,4.71,–,–,–,–,14.8,1.45,33.9,18.7,29.0,0.766,26.1,15.1,21.0,–,–,–,69.5,0.0172,–,–,–,–,–,–,–,40.1,0.788,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.2,–
ST,ST3X8.6,ST3X8.6,–,8.6,2.53,3,3,–,–,–,3.57,3.625,–,–,–,0.465,0.4375,0.25,0.359,0.375,–,–,–,0.813,0.8125,–,–,0.915,–,–,0.394,4.97,–,–,–,–,6.45,2.12,1.85,1.02,0.915,1.14,1.17,0.642,0.673,–,–,–,0.181,0.0772,–,–,–,–,–,–,–,1.35,0.705,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST75X12.85,ST75X12.85,12.9,1630,76.2,76.2,–,–,–,90.7,92.1,–,–,–,11.8,11.1,6.35,9.12,9.52,–,–,–,20.7,20.6,–,–,23.2,–,–,10,4.97,–,–,–,–,6.45,0.882,30.3,16.7,23.2,0.475,19.2,10.5,17.1,–,–,–,75.3,0.0207,–,–,–,–,–,–,–,34.3,0.705,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST3X6.25,ST3X6.25,–,6.25,1.83,3,3,–,–,–,3.33,3.375,–,–,–,0.232,0.25,0.125,0.359,0.375,–,–,–,0.813,0.8125,–,–,0.692,–,–,0.271,4.64,–,–,–,–,12.9,1.26,1.01,0.547,0.831,0.901,0.93,0.541,0.702,–,–,–,0.083,0.0197,–,–,–,–,–,–,–,1.2,0.819,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST75X9.3,ST75X9.3,9.3,1180,76.2,76.2,–,–,–,84.6,85.7,–,–,–,5.89,6.35,3.18,9.12,9.52,–,–,–,20.7,20.6,–,–,17.6,–,–,6.88,4.64,–,–,–,–,12.9,0.524,16.6,8.96,21.1,0.375,15.2,8.87,17.8,–,–,–,34.5,0.00529,–,–,–,–,–,–,–,30.5,0.819,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST2.5X5,ST2.5X5,–,5.0,1.46,2.5,2.5,–,–,–,3,3,–,–,–,0.214,0.1875,0.125,0.326,0.3125,–,–,–,0.75,0.75,–,–,0.57,–,–,0.239,4.6,–,–,–,–,11.7,0.671,0.65,0.348,0.677,0.597,0.686,0.398,0.638,–,–,–,0.0568,0.01,–,–,–,–,–,–,–,1.02,0.839,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST65X7.5,ST65X7.5,7.5,942,63.5,63.5,–,–,–,76.2,76.2,–,–,–,5.44,4.76,3.18,8.28,7.94,–,–,–,19.1,19.1,–,–,14.5,–,–,6.07,4.6,–,–,–,–,11.7,0.279,10.7,5.7,17.2,0.248,11.2,6.52,16.2,–,–,–,23.6,0.00269,–,–,–,–,–,–,–,25.9,0.839,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST2X4.75,ST2X4.75,–,4.75,1.4,2,2,–,–,–,2.8,2.75,–,–,–,0.326,0.3125,0.1875,0.293,0.3125,–,–,–,0.75,0.75,–,–,0.553,–,–,0.25,4.78,–,–,–,–,6.13,0.462,0.592,0.319,0.575,0.444,0.565,0.317,0.564,–,–,–,0.059,0.00995,–,–,–,–,–,–,–,0.903,0.797,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST50X7.05,ST50X7.05,7.05,903,50.8,50.8,–,–,–,71.1,69.8,–,–,–,8.28,7.94,4.76,7.44,7.94,–,–,–,19.1,19.1,–,–,14,–,–,6.35,4.78,–,–,–,–,6.13,0.192,9.7,5.23,14.6,0.185,9.26,5.19,14.3,–,–,–,24.6,0.00267,–,–,–,–,–,–,–,22.9,0.797,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST2X3.85,ST2X3.85,–,3.85,1.13,2,2,–,–,–,2.66,2.625,–,–,–,0.193,0.1875,0.125,0.293,0.3125,–,–,–,0.75,0.75,–,–,0.448,–,–,0.204,4.54,–,–,–,–,10.4,0.307,0.381,0.198,0.522,0.374,0.485,0.281,0.576,–,–,–,0.0364,0.00457,–,–,–,–,–,–,–,0.834,0.869,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST50X5.75,ST50X5.75,5.75,729,50.8,50.8,–,–,–,67.6,66.7,–,–,–,4.9,4.76,3.18,7.44,7.94,–,–,–,19.1,19.1,–,–,11.4,–,–,5.18,4.54,–,–,–,–,10.4,0.128,6.24,3.24,13.3,0.156,7.95,4.6,14.6,–,–,–,15.2,0.00123,–,–,–,–,–,–,–,21.2,0.869,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST1.5X3.75,ST1.5X3.75,–,3.75,1.1,1.5,1.5,–,–,–,2.51,2.5,–,–,–,0.349,0.375,0.1875,0.26,0.25,–,–,–,0.625,0.625,–,–,0.432,–,–,0.219,4.83,–,–,–,–,4.3,0.2,0.351,0.187,0.426,0.289,0.411,0.23,0.513,–,–,–,0.0432,0.00496,–,–,–,–,–,–,–,0.732,0.83,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST37.5X5.6,ST37.5X5.6,5.6,710,38.1,38.1,–,–,–,63.8,63.5,–,–,–,8.86,9.52,4.76,6.6,6.35,–,–,–,15.9,15.9,–,–,11,–,–,5.56,4.83,–,–,–,–,4.3,0.0832,5.75,3.06,10.8,0.12,6.74,3.77,13.0,–,–,–,18,0.00133,–,–,–,–,–,–,–,18.6,0.83,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST1.5X2.85,ST1.5X2.85,–,2.85,0.83,1.5,1.5,–,–,–,2.33,2.375,–,–,–,0.17,0.1875,0.125,0.26,0.25,–,–,–,0.625,0.625,–,–,0.329,–,–,0.171,4.48,–,–,–,–,8.82,0.114,0.196,0.097,0.37,0.223,0.328,0.192,0.518,–,–,–,0.0216,0.00189,–,–,–,–,–,–,–,0.667,0.911,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,ST37.5X4.25,ST37.5X4.25,4.25,535,38.1,38.1,–,–,–,59.2,60.3,–,–,–,4.32,4.76,3.18,6.6,6.35,–,–,–,15.9,15.9,–,–,8.36,–,–,4.34,4.48,–,–,–,–,8.82,0.0475,3.21,1.59,9.4,0.0928,5.37,3.15,13.2,–,–,–,8.99,0.000508,–,–,–,–,–,–,–,16.9,0.911,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
